type	weight	node_a	node_b	shared
vocab	0.526	zshmisc:AUTOLOADING FUNCTIONS	zshbuiltins:SHELL BUILTIN COMMANDS › autoload [ {+|-}RTUXdkmrtWz ] [ -w ] [ name ... ]	function autoload fpath definition func
vocab	0.525	zshoptions:DESCRIPTION OF OPTIONS › Changing Directories	zshbuiltins:SHELL BUILTIN COMMANDS › pushd [ -qsLP ] {+|-}n	directory cd pushd stack pushd_silent
vocab	0.512	zshbuiltins:SHELL BUILTIN COMMANDS › break [ n ]	zshbuiltins:SHELL BUILTIN COMMANDS › continue [ n ]	loop enclosing repeat select break
vocab	0.492	zshoptions:DESCRIPTION OF OPTIONS › Job Control	zshbuiltins:SHELL BUILTIN COMMANDS › jobs -Z string	jobs job background information subshell
vocab	0.489	zshmisc:JOBS	zshbuiltins:SHELL BUILTIN COMMANDS › jobs -Z string	job jobs background state process
vocab	0.487	zshbuiltins:SHELL BUILTIN COMMANDS › dirs [ -lpv ]	zshbuiltins:SHELL BUILTIN COMMANDS › pushd [ -qsLP ] {+|-}n	stack directory pushd cd onto
vocab	0.472	zshbuiltins:SHELL BUILTIN COMMANDS › ulimit [ -HSa ] [ { -bcdfiklmnpqrsTtvwx | -N resource } [ limit ] ... ]	zshbuiltins:SHELL BUILTIN COMMANDS › unlimit [ -hs ] resource ...	resource limit hard resources available
vocab	0.465	zshoptions:DESCRIPTION OF OPTIONS › Changing Directories	zshbuiltins:SHELL BUILTIN COMMANDS › dirs [ -lpv ]	directory stack cd pushd onto
vocab	0.463	zshmisc:SPECIAL FUNCTIONS › Trap Functions	zshbuiltins:SHELL BUILTIN COMMANDS › trap [ arg ] [ sig ... ]	trap traps signal executed function
vocab	0.463	zshparam:DESCRIPTION	zshbuiltins:SHELL BUILTIN COMMANDS › typeset -f [ {+|-}TUkmtuz ] [ + ] [ name ... ]	attribute scalar parameter parameters attributes
vocab	0.463	zshparam:ARRAY PARAMETERS › Array Subscripts	zshparam:ARRAY PARAMETERS › Subscript Parsing	subscript associative subscripting array parsing
vocab	0.461	zshmisc:PRECOMMAND MODIFIERS	zshbuiltins:SHELL BUILTIN COMMANDS › command [ -pvV ] simple command	whence precommand executed external flag
vocab	0.461	zshoptions:DESCRIPTION OF OPTIONS › Job Control	zshbuiltins:SHELL BUILTIN COMMANDS › job ... &!	jobs job running auto_continue stopped
vocab	0.458	zshexpn:HISTORY EXPANSION › Event Designators	zshexpn:HISTORY EXPANSION › Word Designators	designator str word reference recent
vocab	0.457	zshoptions:DESCRIPTION OF OPTIONS › Changing Directories	zshbuiltins:SHELL BUILTIN COMMANDS › cd [ -qsLP ] {+|-}n	directory cd cdpath stack posix_cd
vocab	0.452	zshmisc:SPECIAL FUNCTIONS › Hook Functions	zshoptions:DESCRIPTION OF OPTIONS › History	history line file written inc_append_history
vocab	0.448	zshmisc:SPECIAL FUNCTIONS › Trap Functions	zshbuiltins:SHELL BUILTIN COMMANDS › return [ n ]	trap return signal status executed
vocab	0.446	zshparam:ARRAY PARAMETERS › Array Subscripts	zshparam:ARRAY PARAMETERS › Subscript Flags	subscript array associative exp evaluates
vocab	0.443	zshmisc:JOBS	zshbuiltins:SHELL BUILTIN COMMANDS › job ... &!	job jobs running you disowned
vocab	0.432	zshbuiltins:SHELL BUILTIN COMMANDS › enable [ -afmprs ] name ...	zshbuiltins:SHELL BUILTIN COMMANDS › hash [ -Ldfmrv ] [ name[=value] ] ...	hash table elements causes patterns
vocab	0.422	zshoptions:DESCRIPTION OF OPTIONS › History	zshbuiltins:SHELL BUILTIN COMMANDS › fc -ARWI [ filename ]	history events savehist file fc
vocab	0.42	zshmisc:PRECOMMAND MODIFIERS	zshbuiltins:SHELL BUILTIN COMMANDS › exec [ -cl ] [ -a argv0 ] [ command [ arg ... ] ]	precommand argv command argv0 interpreted
vocab	0.418	zshmisc:JOBS	zshbuiltins:SHELL BUILTIN COMMANDS › wait [ job ... ]	job process id jobs started
vocab	0.412	zshexpn:HISTORY EXPANSION	zshoptions:DESCRIPTION OF OPTIONS › History	history you lines event list
vocab	0.411	zshparam:ARRAY PARAMETERS	zshparam:ARRAY PARAMETERS › Subscript Flags	key array associative index arrays
vocab	0.407	zshexpn:PARAMETER EXPANSION › Parameter Expansion Flags	zshparam:ARRAY PARAMETERS › Subscript Flags	array flag associative expr match
vocab	0.407	zshbuiltins:SHELL BUILTIN COMMANDS › job ... &!	zshbuiltins:SHELL BUILTIN COMMANDS › jobs -Z string	job jobs about information stopped
vocab	0.406	zshexpn:HISTORY EXPANSION › Overview	zshexpn:HISTORY EXPANSION › Event Designators	history reference designator event designators
vocab	0.403	zshmisc:ALIASING	zshbuiltins:SHELL BUILTIN COMMANDS › alias [ {+|-}gmrsL ] [ name[=value] ... ]	alias aliases global word text
vocab	0.403	zshbuiltins:SHELL BUILTIN COMMANDS › cd [ -qsLP ] {+|-}n	zshbuiltins:SHELL BUILTIN COMMANDS › popd [ -q ] [ {+|-}n ]	directory cd change stack entry
vocab	0.399	zshbuiltins:SHELL BUILTIN COMMANDS › hash [ -Ldfmrv ] [ name[=value] ] ...	zshbuiltins:SHELL BUILTIN COMMANDS › unhash [ -adfms ] name ...	hash table causes remove named
vocab	0.396	zshbuiltins:SHELL BUILTIN COMMANDS › limit [ -hs ] [ resource [ limit ] ] ...	zshbuiltins:SHELL BUILTIN COMMANDS › unlimit [ -hs ] resource ...	resource limit resources hard made
vocab	0.386	zshmisc:AUTOLOADING FUNCTIONS	zshbuiltins:SHELL BUILTIN COMMANDS › zcompile -t file [ name ... ]	file compiled functions definition fpath
vocab	0.385	zshmisc:REDIRECTION	zshmisc:OPENING FILE DESCRIPTORS USING PARAMETERS	descriptor file open redirection clobber
vocab	0.384	zshparam:LOCAL PARAMETERS	zshbuiltins:SHELL BUILTIN COMMANDS › typeset -f [ {+|-}TUkmtuz ] [ + ] [ name ... ]	local parameters parameter typeset attribute
vocab	0.378	zshparam:ARRAY PARAMETERS › Array Element Assignment	zshparam:ARRAY PARAMETERS › Subscript Flags	associative array element exp subscript
vocab	0.377	zshexpn:PARAMETER EXPANSION	zshexpn:PARAMETER EXPANSION › Parameter Expansion Flags	array foo substituted name substitute
vocab	0.375	zshexpn:PARAMETER EXPANSION	zshexpn:PARAMETER EXPANSION › Rules	substitution array word foo scalar
vocab	0.373	zshoptions:DESCRIPTION OF OPTIONS › Scripts and Functions	zshoptions:DESCRIPTION OF OPTIONS › Shell Emulation	trap function exit behaviour script
vocab	0.371	zshexpn:FILENAME EXPANSION	zshbuiltins:SHELL BUILTIN COMMANDS › dirs [ -lpv ]	stack directory number there see
vocab	0.371	zshexpn:FILENAME GENERATION	zshoptions:DESCRIPTION OF OPTIONS › Expansion and Globbing	pattern generation filename nomatch characters
vocab	0.368	zshbuiltins:SHELL BUILTIN COMMANDS › setopt [ {+|-}options | {+|-}o option_name ] [ -m ] [ name ... ]	zshbuiltins:SHELL BUILTIN COMMANDS › unsetopt [ {+|-}options | {+|-}o option_name ] [ name ... ]	options patterns names supplied currently
vocab	0.364	zshexpn:PARAMETER EXPANSION	zshparam:ARRAY PARAMETERS › Subscript Flags	array pattern scalar element offset
vocab	0.362	zshexpn:PARAMETER EXPANSION › Parameter Expansion Flags	zshbuiltins:SHELL BUILTIN COMMANDS › typeset -f [ {+|-}TUkmtuz ] [ + ] [ name ... ]	array parameters flag flags width
vocab	0.361	zshmisc:ALIASING	zshmisc:ALIASING › Alias difficulties	alias aliases word tokens defined
vocab	0.357	zshbuiltins:SHELL BUILTIN COMMANDS › autoload [ {+|-}RTUXdkmrtWz ] [ -w ] [ name ... ]	zshbuiltins:SHELL BUILTIN COMMANDS › zcompile -t file [ name ... ]	autoloading function functions file fpath
vocab	0.352	zshexpn:PARAMETER EXPANSION › Parameter Expansion Flags	zshexpn:PARAMETER EXPANSION › Rules	flags flag array substitution nested
vocab	0.352	zshbuiltins:SHELL BUILTIN COMMANDS › eval [ arg ... ]	zshbuiltins:SHELL BUILTIN COMMANDS › return [ n ]	return status had zero executed
vocab	0.351	zshmisc:CONDITIONAL EXPRESSIONS	zshmisc:CONDITIONAL SUBSTRINGS IN PROMPTS	true string equal length false
vocab	0.346	zshexpn:ARITHMETIC EXPANSION	zshparam:ARRAY PARAMETERS › Array Element Assignment	exp value expression form command
vocab	0.344	zshexpn:FILENAME EXPANSION	zshexpn:FILENAME EXPANSION › Static named directories	directory replaced stack checked followed
vocab	0.339	zshbuiltins:SHELL BUILTIN COMMANDS › . file [ arg ... ]	zshbuiltins:SHELL BUILTIN COMMANDS › zcompile -t file [ name ... ]	file compiled zcompile read zwc
vocab	0.336	zshparam:POSITIONAL PARAMETERS	zshbuiltins:SHELL BUILTIN COMMANDS › set [ {+|-}options | {+|-}o [ option_name ] ] ... [ {+|-}A [ name ] ]	positional parameters array values arrays
vocab	0.335	zshexpn:HISTORY EXPANSION › Overview	zshoptions:DESCRIPTION OF OPTIONS › History	history event lines command line
vocab	0.334	zshoptions:DESCRIPTION OF OPTIONS › Shell Emulation	zshbuiltins:SHELL BUILTIN COMMANDS › typeset -f [ {+|-}TUkmtuz ] [ + ] [ name ... ]	array parameter readonly interface local
vocab	0.334	zshbuiltins:SHELL BUILTIN COMMANDS › jobs -Z string	zshbuiltins:SHELL BUILTIN COMMANDS › wait [ job ... ]	job process processes jobs ids
vocab	0.333	zshparam:ARRAY PARAMETERS › Subscript Flags	zshparam:ARRAY PARAMETERS › Subscript Parsing	subscript associative array key subscripting
vocab	0.331	zshexpn:HISTORY EXPANSION › Overview	zshexpn:HISTORY EXPANSION › Word Designators	designator event word history designators
vocab	0.328	zshbuiltins:SHELL BUILTIN COMMANDS › dirs [ -lpv ]	zshbuiltins:SHELL BUILTIN COMMANDS › popd [ -q ] [ {+|-}n ]	stack directory popd cd removed
vocab	0.327	zshbuiltins:SHELL BUILTIN COMMANDS › unset [ -fmv ] name ...	zshbuiltins:SHELL BUILTIN COMMANDS › unsetopt [ {+|-}options | {+|-}o option_name ] [ name ... ]	unset patterns quoted should names
vocab	0.325	zshparam:ARRAY PARAMETERS › Subscript Parsing	zshbuiltins:SHELL BUILTIN COMMANDS › unset [ -fmv ] name ...	subscript associative array parameters appear
vocab	0.325	zshbuiltins:SHELL BUILTIN COMMANDS › kill -L	zshbuiltins:SHELL BUILTIN COMMANDS › trap [ arg ] [ sig ... ]	sig signal kill signals alternative
vocab	0.322	zshmisc:SPECIAL FUNCTIONS › Trap Functions	zshoptions:DESCRIPTION OF OPTIONS › Scripts and Functions	trap function return signal status
vocab	0.322	zshbuiltins:SHELL BUILTIN COMMANDS › hash [ -Ldfmrv ] [ name[=value] ] ...	zshbuiltins:SHELL BUILTIN COMMANDS › whence [ -vcwfpamsS ] [ -x num ] name ...	hash table name path command
vocab	0.321	zshexpn:PARAMETER EXPANSION › Parameter Expansion Flags	zshexpn:FILENAME GENERATION › Globbing Flags	match string array characters flags
vocab	0.319	zshmisc:SPECIAL FUNCTIONS › Hook Functions	zshexpn:HISTORY EXPANSION	history saved prompt line you
vocab	0.319	zshexpn:HISTORY EXPANSION › Modifiers	zshoptions:DESCRIPTION OF OPTIONS › Expansion and Globbing	filename generation expansion globbing components
vocab	0.318	zshmisc:ALIASING › Alias difficulties	zshbuiltins:SHELL BUILTIN COMMANDS › alias [ {+|-}gmrsL ] [ name[=value] ... ]	alias aliases expanded functions space
vocab	0.318	zshoptions:DESCRIPTION OF OPTIONS › Scripts and Functions	zshbuiltins:SHELL BUILTIN COMMANDS › return [ n ]	trap return status script function
vocab	0.317	zshmisc:MULTIOS	zshexpn:PROCESS SUBSTITUTION	file file2 multios file1 pipe
vocab	0.314	zshmisc:COMPLEX COMMANDS	zshmisc:ALTERNATE FORMS FOR COMPLEX COMMANDS	list term word repeat else
vocab	0.313	zshexpn:PARAMETER EXPANSION › Rules	zshexpn:PARAMETER EXPANSION › Examples	substitution foo joining array flag
vocab	0.313	zshexpn:FILENAME GENERATION › Glob Operators	zshexpn:FILENAME GENERATION › Globbing Flags	match matches pattern test multibyte
vocab	0.311	zshexpn:FILENAME EXPANSION	zshbuiltins:SHELL BUILTIN COMMANDS › pushd [ -qsLP ] {+|-}n	stack directory top pushd_minus home
vocab	0.31	zshexpn:PARAMETER EXPANSION	zshparam:ARRAY PARAMETERS › Array Subscripts	foo array subscript element elements
vocab	0.307	zshparam:ARRAY PARAMETERS › Array Subscripts	zshparam:ARRAY PARAMETERS › Array Element Assignment	exp element subscript associative array
vocab	0.305	zshmisc:SPECIAL FUNCTIONS › Hook Functions	zshbuiltins:SHELL BUILTIN COMMANDS › fc -ARWI [ filename ]	history fc histfile function saved
vocab	0.305	zshexpn:FILENAME EXPANSION › Static named directories	zshbuiltins:SHELL BUILTIN COMMANDS › dirs [ -lpv ]	directory stack directories named anything
vocab	0.304	zshexpn:PARAMETER EXPANSION › Parameter Expansion Flags	zshoptions:DESCRIPTION OF OPTIONS › Shell Emulation	array match splitting characters words
vocab	0.299	zshexpn:HISTORY EXPANSION › Modifiers	zshexpn:PARAMETER EXPANSION	substituted substitution substitute foo var
vocab	0.297	zshexpn:PARAMETER EXPANSION › Rules	zshparam:ARRAY PARAMETERS › Subscript Flags	array flag substitution flags subscript
vocab	0.297	zshoptions:DESCRIPTION OF OPTIONS › Expansion and Globbing	zshoptions:DESCRIPTION OF OPTIONS › Shell Emulation	expansion array characters set unset
vocab	0.297	zshbuiltins:SHELL BUILTIN COMMANDS › set [ {+|-}options | {+|-}o [ option_name ] ] ... [ {+|-}A [ name ] ]	zshbuiltins:SHELL BUILTIN COMMANDS › typeset -f [ {+|-}TUkmtuz ] [ + ] [ name ... ]	array parameters values name printed
vocab	0.296	zshexpn:PARAMETER EXPANSION	zshoptions:DESCRIPTION OF OPTIONS › Shell Emulation	array element word splitting subscript
vocab	0.294	zshparam:PARAMETERS USED BY THE SHELL	zshoptions:DESCRIPTION OF OPTIONS › Shell Emulation	array variable set this character
vocab	0.293	zshexpn:FILENAME EXPANSION › Static named directories	zshoptions:DESCRIPTION OF OPTIONS › Changing Directories	directory path stack referring directories
vocab	0.291	zshbuiltins:SHELL BUILTIN COMMANDS › emulate [ -lLR ] [ {zsh|sh|ksh|csh} [ flags ... ] ]	zshbuiltins:SHELL BUILTIN COMMANDS › setopt [ {+|-}options | {+|-}o option_name ] [ -m ] [ name ... ]	emulation options state flags prefix
vocab	0.29	zshexpn:HISTORY EXPANSION	zshbuiltins:SHELL BUILTIN COMMANDS › fc -ARWI [ filename ]	history histsize event saved you
vocab	0.29	zshparam:ARRAY PARAMETERS › Array Subscripts	zshbuiltins:SHELL BUILTIN COMMANDS › unset [ -fmv ] name ...	subscript associative array elements individual
vocab	0.288	zshexpn:FILENAME GENERATION › Globbing Flags	zshoptions:DESCRIPTION OF OPTIONS › Expansion and Globbing	pattern generation filename globbing characters
vocab	0.287	zshparam:ARRAY PARAMETERS › Subscript Flags	zshbuiltins:SHELL BUILTIN COMMANDS › typeset -f [ {+|-}TUkmtuz ] [ + ] [ name ... ]	array flag scalar associative parameter
vocab	0.287	zshparam:ARRAY PARAMETERS › Subscript Flags	zshbuiltins:SHELL BUILTIN COMMANDS › unset [ -fmv ] name ...	associative subscript array flag matching
vocab	0.286	zshexpn:FILENAME EXPANSION	zshbuiltins:SHELL BUILTIN COMMANDS › popd [ -q ] [ {+|-}n ]	stack directory top pushd_minus by
vocab	0.286	zshbuiltins:SHELL BUILTIN COMMANDS › enable [ -afmprs ] name ...	zshbuiltins:SHELL BUILTIN COMMANDS › unhash [ -adfms ] name ...	hash table causes aliases elements
vocab	0.284	zshoptions:DESCRIPTION OF OPTIONS › Changing Directories	zshbuiltins:SHELL BUILTIN COMMANDS › popd [ -q ] [ {+|-}n ]	directory stack cd popd pushd_minus
vocab	0.283	zshexpn:PARAMETER EXPANSION › Rules	zshbuiltins:SHELL BUILTIN COMMANDS › typeset -f [ {+|-}TUkmtuz ] [ + ] [ name ... ]	flags flag scalar array parameter
vocab	0.283	zshparam:POSITIONAL PARAMETERS	zshbuiltins:SHELL BUILTIN COMMANDS › shift [ -p ] [ n ] [ name ... ]	positional parameters arrays array where
vocab	0.282	zshmisc:SIMPLE COMMANDS & PIPELINES	zshmisc:ALTERNATE FORMS FOR COMPLEX COMMANDS	sublist list newline yes commands
vocab	0.282	zshexpn:HISTORY EXPANSION	zshexpn:HISTORY EXPANSION › Overview	history event previous command always
vocab	0.282	zshexpn:PARAMETER EXPANSION	zshbuiltins:SHELL BUILTIN COMMANDS › typeset -f [ {+|-}TUkmtuz ] [ + ] [ name ... ]	array scalar name parameter word
vocab	0.281	zshoptions:DESCRIPTION OF OPTIONS › Scripts and Functions	zshbuiltins:SHELL BUILTIN COMMANDS › trap [ arg ] [ sig ... ]	trap debug function err_exit exit
vocab	0.28	zshmisc:SIGNALS	zshoptions:DESCRIPTION OF OPTIONS › Job Control	jobs background monitor parent signal
vocab	0.279	zshexpn:HISTORY EXPANSION › Modifiers	zshexpn:PARAMETER EXPANSION › Parameter Expansion Flags	string words resulting substituted substitution
vocab	0.277	zshexpn:PARAMETER EXPANSION › Parameter Expansion Flags	zshparam:ARRAY PARAMETERS › Array Subscripts	array foo subscript match associative
vocab	0.275	zshexpn:PARAMETER EXPANSION	zshexpn:PARAMETER EXPANSION › Examples	foo array substitution word splitting
vocab	0.273	zshmisc:OPENING FILE DESCRIPTORS USING PARAMETERS	zshmisc:MULTIOS	descriptor file opened myfd redirection
vocab	0.271	zshexpn:PARAMETER EXPANSION	zshoptions:DESCRIPTION OF OPTIONS › Expansion and Globbing	pattern foo array expansion filename
vocab	0.269	zshmisc:EXPANSION OF PROMPT SEQUENCES	zshoptions:DESCRIPTION OF OPTIONS › Prompting	prompt expansion sequences prompt_bang prompt_subst
vocab	0.269	zshexpn:PARAMETER EXPANSION › Parameter Expansion Flags	zshoptions:DESCRIPTION OF OPTIONS › Expansion and Globbing	characters array pattern resulting expansion
vocab	0.267	zshmisc:SPECIAL FUNCTIONS › Trap Functions	zshbuiltins:SHELL BUILTIN COMMANDS › kill -L	signal kill systems number status
vocab	0.267	zshexpn:FILENAME GENERATION	zshexpn:FILENAME GENERATION › Globbing Flags	pattern matched match generation matching
vocab	0.265	zshmisc:SPECIAL FUNCTIONS › Hook Functions	zshexpn:HISTORY EXPANSION › Overview	history line executed fc mechanism
vocab	0.265	zshexpn:HISTORY EXPANSION › Modifiers	zshexpn:PARAMETER EXPANSION › Rules	substitution var replacement modifiers modifier
vocab	0.264	zshbuiltins:SHELL BUILTIN COMMANDS › disable [ -afmprs ] name ...	zshbuiltins:SHELL BUILTIN COMMANDS › hash [ -Ldfmrv ] [ name[=value] ] ...	hash table patterns elements causes
vocab	0.263	zshexpn:PARAMETER EXPANSION	zshbuiltins:SHELL BUILTIN COMMANDS › set [ {+|-}options | {+|-}o [ option_name ] ] ... [ {+|-}A [ name ] ]	array name foo ksh_arrays parameters
vocab	0.263	zshoptions:DESCRIPTION OF OPTIONS › Scripts and Functions	zshbuiltins:SHELL BUILTIN COMMANDS › autoload [ {+|-}RTUXdkmrtWz ] [ -w ] [ name ... ]	function definition ksh functions loaded
vocab	0.263	zshbuiltins:SHELL BUILTIN COMMANDS › set [ {+|-}options | {+|-}o [ option_name ] ] ... [ {+|-}A [ name ] ]	zshbuiltins:SHELL BUILTIN COMMANDS › shift [ -p ] [ n ] [ name ... ]	positional parameters array arguments arrays
vocab	0.262	zshbuiltins:SHELL BUILTIN COMMANDS › command [ -pvV ] simple command	zshbuiltins:SHELL BUILTIN COMMANDS › exec [ -cl ] [ -a argv0 ] [ command [ arg ... ] ]	precommand modifiers executed posix_builtins command
vocab	0.261	zshoptions:DESCRIPTION OF OPTIONS › Expansion and Globbing	zshbuiltins:SHELL BUILTIN COMMANDS › typeset -f [ {+|-}TUkmtuz ] [ + ] [ name ... ]	parameter typeset assignment parameters array
vocab	0.259	zshparam:ARRAY PARAMETERS › Array Subscripts	zshoptions:DESCRIPTION OF OPTIONS › Shell Emulation	subscript array element ksh_arrays match
vocab	0.259	zshparam:ARRAY PARAMETERS › Subscript Flags	zshoptions:DESCRIPTION OF OPTIONS › Shell Emulation	array subscript element ksh_arrays match
vocab	0.258	zshmisc:REDIRECTION	zshmisc:MULTIOS	file descriptor output redirection standard
vocab	0.258	zshexpn:PARAMETER EXPANSION › Parameter Expansion Flags	zshparam:ARRAY PARAMETERS › Subscript Parsing	subscript array quotes reverse aa
vocab	0.258	zshexpn:FILENAME GENERATION › Globbing Flags	zshparam:ARRAY PARAMETERS › Subscript Flags	match array pattern matching flag
vocab	0.257	zshmisc:SIMPLE PROMPT ESCAPES › Login information	zshbuiltins:SHELL BUILTIN COMMANDS › ttyctl [ -fu ]	tty line starts without does
vocab	0.257	zshexpn:HISTORY EXPANSION › Overview	zshbuiltins:SHELL BUILTIN COMMANDS › fc -ARWI [ filename ]	history event fc last first
vocab	0.257	zshparam:PARAMETERS USED BY THE SHELL	zshoptions:DESCRIPTION OF OPTIONS › Input/Output	spelling editor path file this
vocab	0.256	zshexpn:FILENAME GENERATION › Recursive Globbing	zshexpn:FILENAME GENERATION › Glob Qualifiers	ld ls files matches links
vocab	0.256	zshparam:PARAMETERS SET BY THE SHELL	zshoptions:DESCRIPTION OF OPTIONS › Shell Emulation	code array script zsh trap
vocab	0.256	zshparam:PARAMETERS USED BY THE SHELL	zshoptions:DESCRIPTION OF OPTIONS › Expansion and Globbing	filename parameter characters locale pattern
vocab	0.254	zshexpn:FILENAME GENERATION › Glob Operators	zshoptions:DESCRIPTION OF OPTIONS › Expansion and Globbing	character matches pattern foo multibyte
vocab	0.253	zshexpn:HISTORY EXPANSION › Modifiers	zshexpn:FILENAME GENERATION › Glob Qualifiers	qualifier qualifiers glob modifier string
vocab	0.253	zshexpn:PARAMETER EXPANSION › Parameter Expansion Flags	zshexpn:FILENAME GENERATION › Glob Operators	character match foo matches characters
vocab	0.252	zshexpn:FILENAME EXPANSION	zshoptions:DESCRIPTION OF OPTIONS › Changing Directories	directory stack working exchanges pushd_minus
vocab	0.252	zshparam:PARAMETERS USED BY THE SHELL	zshoptions:DESCRIPTION OF OPTIONS › History	history file you line lines
vocab	0.251	zshexpn:PARAMETER EXPANSION	zshexpn:FILENAME GENERATION › Globbing Flags	pattern array match foo string
vocab	0.251	zshexpn:PARAMETER EXPANSION › Parameter Expansion Flags	zshparam:ARRAY PARAMETERS	array index value name associative
vocab	0.249	zshexpn:HISTORY EXPANSION › Modifiers	zshexpn:FILENAME GENERATION › Globbing Flags	match string filename backreferences substitution
vocab	0.249	zshexpn:PARAMETER EXPANSION › Parameter Expansion Flags	zshparam:PARAMETERS USED BY THE SHELL	array characters character this used
vocab	0.249	zshparam:PARAMETERS USED BY THE SHELL	zshbuiltins:SHELL BUILTIN COMMANDS › typeset -f [ {+|-}TUkmtuz ] [ + ] [ name ... ]	parameter array value variable parameters
vocab	0.248	zshexpn:PARAMETER EXPANSION › Rules	zshexpn:COMMAND SUBSTITUTION	substitution foo ifs cat parameter
vocab	0.248	zshparam:ARRAY PARAMETERS	zshbuiltins:SHELL BUILTIN COMMANDS › typeset -f [ {+|-}TUkmtuz ] [ + ] [ name ... ]	array value name typeset assignment
vocab	0.247	zshparam:ARRAY PARAMETERS	zshparam:ARRAY PARAMETERS › Array Element Assignment	array associative value element assignment
vocab	0.247	zshparam:PARAMETERS SET BY THE SHELL	zshoptions:DESCRIPTION OF OPTIONS › Shell State	id user group real privileges
vocab	0.247	zshbuiltins:SHELL BUILTIN COMMANDS › alias [ {+|-}gmrsL ] [ name[=value] ... ]	zshbuiltins:SHELL BUILTIN COMMANDS › unalias [ -ams ] name ...	aliases suffix global regular listed
vocab	0.246	zshbuiltins:SHELL BUILTIN COMMANDS › return [ n ]	zshbuiltins:SHELL BUILTIN COMMANDS › trap [ arg ] [ sig ... ]	trap signal executed status return
vocab	0.244	zshexpn:PARAMETER EXPANSION	zshparam:ARRAY PARAMETERS	array name value form elements
vocab	0.243	zshmisc:SIMPLE PROMPT ESCAPES › Shell state	zshparam:PARAMETERS SET BY THE SHELL	code id number privileges effective
vocab	0.243	zshexpn:PARAMETER EXPANSION › Parameter Expansion Flags	zshbuiltins:SHELL BUILTIN COMMANDS › set [ {+|-}options | {+|-}o [ option_name ] ] ... [ {+|-}A [ name ] ]	array parameters name foo flags
vocab	0.242	zshparam:PARAMETERS SET BY THE SHELL	zshparam:PARAMETERS USED BY THE SHELL	value you stty seconds time
vocab	0.242	zshoptions:DESCRIPTION OF OPTIONS › Job Control	zshbuiltins:SHELL BUILTIN COMMANDS › exit [ n ]	jobs status exit zshmisc command
vocab	0.241	zshparam:ARRAY PARAMETERS › Subscript Flags	zshbuiltins:SHELL BUILTIN COMMANDS › set [ {+|-}options | {+|-}o [ option_name ] ] ... [ {+|-}A [ name ] ]	array flag ksh_arrays values arrays
vocab	0.24	zshexpn:FILENAME EXPANSION › Static named directories	zshbuiltins:SHELL BUILTIN COMMANDS › cd [ -qsLP ] {+|-}n	directory named begins stack directories
vocab	0.239	zshmisc:SPECIAL FUNCTIONS › Trap Functions	zshoptions:DESCRIPTION OF OPTIONS › Shell Emulation	trap traps function executed return
vocab	0.239	zshexpn:FILENAME GENERATION › Globbing Flags	zshexpn:FILENAME GENERATION › Glob Qualifiers	match pattern qualifiers test glob
